feature,coef,abs_coef,selected
QValue,0.4608174,0.4608174,True
LowFreqEnergyRatio,-0.37498996,0.37498996,True
Shimmer,-0.20587459,0.20587459,True
CPP,0.093928464,0.093928464,True
HighFreqNoiseRatio,0.06652836,0.06652836,True
SpectralSlope,0.046839617,0.046839617,True
Jitter,0.0,0.0,False
H1H2,0.0,0.0,False
HNR,0.0,0.0,False
