feature,coef,abs_coef,selected
HighFreqNoiseRatio,0.8632589,0.8632589,True
CPP,-0.3987618,0.3987618,True
QValue,-0.21487202,0.21487202,True
Jitter,0.20822552,0.20822552,True
H1H2,-0.19922674,0.19922674,True
Shimmer,0.1947195,0.1947195,True
SpectralSlope,0.119148865,0.119148865,True
LowFreqEnergyRatio,0.061993077,0.061993077,True
HNR,-0.035302088,0.035302088,True
