feature,coef,abs_coef,selected
Jitter,0.7671747,0.7671747,True
HighFreqNoiseRatio,0.56264406,0.56264406,True
Shimmer,-0.23632237,0.23632237,True
CPP,-0.22747193,0.22747193,True
SpectralSlope,0.21879344,0.21879344,True
H1H2,0.20626673,0.20626673,True
LowFreqEnergyRatio,-0.16698079,0.16698079,True
QValue,0.09937823,0.09937823,True
HNR,0.067654565,0.067654565,True
