feature,coef,abs_coef,selected
CPP,-0.62595034,0.62595034,True
HighFreqNoiseRatio,0.5670679,0.5670679,True
Jitter,0.33248594,0.33248594,True
SpectralSlope,0.15465073,0.15465073,True
QValue,-0.111263804,0.111263804,True
LowFreqEnergyRatio,0.022387069,0.022387069,True
HNR,-0.0,0.0,False
H1H2,0.0,0.0,False
Shimmer,-0.0,0.0,False
