feature,coef,abs_coef,selected
CPP,-0.6419864,0.6419864,True
HighFreqNoiseRatio,0.5761652,0.5761652,True
Jitter,0.42328995,0.42328995,True
QValue,-0.16644956,0.16644956,True
SpectralSlope,0.11517447,0.11517447,True
H1H2,0.10026813,0.10026813,True
LowFreqEnergyRatio,0.02778261,0.02778261,True
HNR,-0.0,0.0,False
Shimmer,-0.0,0.0,False
