feature,coef,abs_coef,selected
Jitter,0.8313016,0.8313016,True
HighFreqNoiseRatio,0.758057,0.758057,True
Shimmer,-0.30683777,0.30683777,True
H1H2,0.306447,0.306447,True
QValue,0.21274093,0.21274093,True
LowFreqEnergyRatio,-0.1831147,0.1831147,True
SpectralSlope,0.15994924,0.15994924,True
CPP,0.0,0.0,False
HNR,-0.0,0.0,False
